id,highway,cycleway,name,surface,geometry
way/1058168068,residential,no,Angerweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3823501, 52.5897445], [13.3826234, 52.5899087], [13.3827755, 52.5900001]]}"
way/1058216273,tertiary,track,Pionierstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1804443, 52.5529221], [13.1817303, 52.5525618], [13.1818054, 52.5525407], [13.1829728, 52.5522215], [13.1838768, 52.5519744], [13.1842147, 52.551882], [13.1849821, 52.5516556], [13.1850368, 52.5516397], [13.1852809, 52.5515685], [13.1853315, 52.5515538], [13.1854523, 52.5515185]]}"
way/1058531703,tertiary,track,Fischerhüttenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2326564, 52.4460586], [13.2327514, 52.446018], [13.2336406, 52.4456203], [13.2341149, 52.4454174], [13.2345095, 52.4452671], [13.2345838, 52.4452353], [13.2346535, 52.4452101], [13.2360525, 52.4447032], [13.2363496, 52.4445955]]}"
way/1058747115,cycleway,link,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4179415, 52.4518583], [13.4177045, 52.4518917]]}"
way/1059186080,secondary,track,Attilastraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.371827, 52.4527592], [13.3718605, 52.4527848], [13.3719258, 52.4528324], [13.372021, 52.4528985], [13.3721515, 52.4530013], [13.3737209, 52.4542125], [13.3737805, 52.4542579], [13.3742542, 52.4546219], [13.3745298, 52.4548334]]}"
way/1059903972,residential,opposite,Gemeinschaftsstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.544192, 52.4409054], [13.5438515, 52.4407448]]}"
way/1061889498,cycleway,lane,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4191869, 52.4970911], [13.4192943, 52.4969026], [13.4193502, 52.4968134], [13.4194151, 52.4967159], [13.419473, 52.4966355]]}"
way/1063099348,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.3495429, 52.524554], [13.3495685, 52.5246123], [13.3495768, 52.5246312]]}"
way/1064845312,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.558419, 52.4556531], [13.5584143, 52.4556663], [13.5584101, 52.4556778], [13.5583958, 52.4557174]]}"
way/1066221582,residential,no,Radickestraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5464778, 52.4349223], [13.5460926, 52.4347727]]}"
way/1066221786,residential,no,Radickestraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5470211, 52.4351334], [13.5465938, 52.4349674]]}"
way/1066221787,residential,no,Radickestraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5465938, 52.4349674], [13.5464778, 52.4349223]]}"
way/1066222296,residential,no,Radickestraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5493459, 52.4360383], [13.5485398, 52.4357239], [13.5481495, 52.4355717], [13.5480478, 52.4355322], [13.5476857, 52.4353916], [13.5471668, 52.43519], [13.5470211, 52.4351334]]}"
way/1067161459,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.592357, 52.4388287], [13.5923187, 52.4387866], [13.5922933, 52.438756], [13.5921935, 52.438666], [13.5921543, 52.4386228], [13.5921527, 52.4385967], [13.5921832, 52.438558]]}"
way/1070053896,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.334381, 52.4983224], [13.3344175, 52.4983506], [13.3345142, 52.4984251], [13.334622, 52.4985082]]}"
way/1070053902,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.334392, 52.4986955], [13.3342774, 52.4985973], [13.3341815, 52.4985151]]}"
way/1070053904,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.3311006, 52.4965378], [13.33107, 52.4965342], [13.3310368, 52.4965351], [13.3310083, 52.4965406], [13.3309831, 52.4965502]]}"
way/1070284536,residential,track,Waldschulallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2649013, 52.4997627], [13.2650986, 52.4996919], [13.2652802, 52.4996455]]}"
way/1071291898,tertiary,track,Holländerstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3469356, 52.5625664], [13.3482217, 52.5623001], [13.3484566, 52.5622515], [13.3487898, 52.5621825], [13.3489226, 52.562155]]}"
way/1072169607,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5587033, 52.4465936], [13.5587759, 52.4465777], [13.5589184, 52.4465472], [13.5593314, 52.4464695], [13.5594066, 52.4464541], [13.5595091, 52.446439], [13.5595621, 52.4464315]]}"
way/1072169608,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5594377, 52.4463751], [13.5594066, 52.4464541], [13.559396, 52.4465082], [13.5593792, 52.4466384], [13.5593707, 52.4467108], [13.5593644, 52.4467616], [13.5593585, 52.4468197], [13.559378, 52.446847]]}"
way/1073083618,residential,opposite,Manteuffelstraße,sett,"{""type"": ""LineString"", ""coordinates"": [[13.4260095, 52.4988837], [13.4258595, 52.4987103]]}"
way/1073528162,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.1381663, 52.4582315], [13.1382969, 52.4582906]]}"
way/1073528164,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.1379596, 52.458259], [13.1380777, 52.4583094], [13.1382112, 52.4583626]]}"
way/1077117203,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4124874, 52.5378759], [13.412484, 52.5379023], [13.4124694, 52.5380012], [13.4124582, 52.5380872], [13.4124538, 52.53811]]}"
way/1077117211,cycleway,crossing,N/A,sett,"{""type"": ""LineString"", ""coordinates"": [[13.4126412, 52.536056], [13.4126392, 52.5360934], [13.4126376, 52.5361226]]}"
way/1077118614,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4124168, 52.540831], [13.4124163, 52.5408726], [13.4124165, 52.5409316], [13.4124161, 52.5409846], [13.4124167, 52.5410122], [13.4124117, 52.5410422], [13.4124056, 52.5410984], [13.4124053, 52.5411001], [13.412403, 52.5411082], [13.4123943, 52.5411368], [13.4123925, 52.5411417], [13.4123648, 52.5412133], [13.412365, 52.5412435]]}"
way/1078983582,residential,track,Cunostraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2950473, 52.4752205], [13.2946305, 52.4743478], [13.2946052, 52.474297], [13.2945848, 52.4742602], [13.2945571, 52.4742062]]}"
way/1079063396,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3874063, 52.5335073], [13.3872008, 52.533407]]}"
way/1079063397,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3875716, 52.5335821], [13.3875436, 52.5335688], [13.3874063, 52.5335073]]}"
way/1079063399,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3875037, 52.5333064], [13.3875717, 52.5333341]]}"
way/1079063406,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3871469, 52.5331595], [13.3872246, 52.5331915], [13.3873134, 52.5332281], [13.3873456, 52.5332413], [13.3875037, 52.5333064]]}"
way/1079242312,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5721363, 52.451272], [13.5721051, 52.4512493], [13.5719692, 52.4511505], [13.5719316, 52.4511232], [13.5719033, 52.4511026], [13.5718745, 52.4510817], [13.5718654, 52.4510751], [13.5718408, 52.4510572], [13.5717954, 52.4510242]]}"
way/1079256595,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3427977, 52.5001076], [13.3428262, 52.5001553], [13.3428509, 52.5001913], [13.3428743, 52.5002207], [13.3428777, 52.500225]]}"
way/1079700904,secondary,track,Teltower Damm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2637859, 52.4220635], [13.2638042, 52.4220118], [13.2638246, 52.4219617], [13.2638755, 52.4218276], [13.2642713, 52.4207421], [13.2646618, 52.4196837], [13.2647261, 52.4194973], [13.2647433, 52.4194476], [13.264769, 52.419373], [13.2648211, 52.419222], [13.2648668, 52.4190837], [13.2649869, 52.4187201], [13.2651651, 52.4181806], [13.2652991, 52.4177749], [13.265505, 52.4171377], [13.2656305, 52.4167714], [13.2656979, 52.4165673], [13.2658997, 52.4158938], [13.2660201, 52.4155098], [13.2660557, 52.4154052], [13.2661017, 52.4152538], [13.2661312, 52.4151613]]}"
way/1079762775,secondary,track,Baumschulenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4856076, 52.4643846], [13.4853118, 52.4641403], [13.4851026, 52.4639675], [13.4850836, 52.4639517], [13.4849496, 52.4638411], [13.484665, 52.463606], [13.4846207, 52.4635694], [13.4842951, 52.4633004], [13.484232, 52.4632483]]}"
way/1079762778,secondary,track,Baumschulenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4857474, 52.4645001], [13.4856076, 52.4643846]]}"
way/1079762805,secondary,track,Baumschulenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4872346, 52.4657237], [13.487202, 52.4656967], [13.4870636, 52.4655822], [13.4869551, 52.4654924], [13.4869107, 52.4654556]]}"
way/1080228845,residential,opposite,Essener Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3396206, 52.5239578], [13.3395228, 52.5239411], [13.3394984, 52.523937]]}"
way/1080229993,tertiary,track,Afrikanische Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3429735, 52.5469586], [13.3422695, 52.547484]]}"
way/1080525749,residential,track,Neuköllnische Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4674623, 52.4642617], [13.4675267, 52.4641707], [13.4676052, 52.4641089], [13.4677369, 52.4640331], [13.46786, 52.4639622], [13.4679124, 52.4639316], [13.4680312, 52.4638973]]}"
way/1080525752,residential,track,Neuköllnische Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4680312, 52.4638973], [13.467994, 52.4639639], [13.4679353, 52.4640024], [13.4678091, 52.4640767], [13.4675943, 52.4642014], [13.4674623, 52.4642617]]}"
way/1081624522,tertiary,track,Modersohnstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4582125, 52.5053234], [13.4586207, 52.5061607]]}"
way/1082080800,secondary,separate,Kaiserin-Augusta-Allee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3177442, 52.5258029], [13.3180676, 52.5258085], [13.3183011, 52.525811], [13.3184501, 52.5258115], [13.3185766, 52.5258122], [13.3186224, 52.5258124], [13.3187103, 52.5258135]]}"
way/1082446500,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5902689, 52.529701], [13.5902477, 52.52966], [13.5902106, 52.5295313], [13.5901762, 52.5294231], [13.5901653, 52.5294025]]}"
way/1082446521,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.587074, 52.523686], [13.5870648, 52.523668], [13.5870254, 52.523591], [13.5869742, 52.5235011], [13.5869466, 52.5234301]]}"
way/1082448512,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5905104, 52.5293361], [13.5905213, 52.5293569], [13.5905343, 52.5293818], [13.5905579, 52.5294684], [13.5905822, 52.5295711], [13.5905928, 52.5295932], [13.5906009, 52.5296102]]}"
way/1082503413,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1226348, 52.5287004], [13.122604, 52.5287093], [13.1225696, 52.5287184], [13.1224246, 52.5287567], [13.1222808, 52.5287956], [13.1222359, 52.52881]]}"
way/1082503418,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1193187, 52.5291101], [13.119201, 52.5291167], [13.1191222, 52.5291211], [13.1189921, 52.5291262], [13.1189622, 52.5291223], [13.1189431, 52.5291107], [13.1189361, 52.5290954]]}"
way/1082537778,cycleway,link,N/A,N/A,"{""type"": ""LineString"", ""coordinates"": [[13.3057505, 52.6206324], [13.3057994, 52.620601], [13.305805, 52.6205781], [13.3059503, 52.6205419]]}"
way/1082537782,cycleway,link,N/A,N/A,"{""type"": ""LineString"", ""coordinates"": [[13.3059503, 52.6205419], [13.305928, 52.6206353], [13.3058647, 52.620705]]}"
way/1082537784,cycleway,link,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.3059837, 52.6206204], [13.3059503, 52.6205419]]}"
way/1082656215,tertiary,track,Fischerhüttenstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2523327, 52.4372744], [13.2525618, 52.4371816]]}"
way/1082675635,residential,track,Wohlrabedamm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2724976, 52.5325273], [13.272337, 52.5325382], [13.2712979, 52.5326334], [13.270956, 52.5326782], [13.2707897, 52.5327016], [13.2705811, 52.5327342], [13.26996, 52.5328414], [13.2699145, 52.5328497], [13.2695734, 52.532941], [13.2690724, 52.5331187], [13.2686583, 52.533269], [13.2678293, 52.5335511], [13.2676277, 52.5336166], [13.2674155, 52.5336856], [13.2673075, 52.5337162]]}"
way/1082713895,tertiary,track,Wegedornstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5299233, 52.4163447], [13.5295828, 52.416597], [13.5294531, 52.4166931], [13.5292117, 52.4168706]]}"
way/1082986344,footway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3619073, 52.5380934], [13.3618645, 52.5381253], [13.3618497, 52.5381362]]}"
way/1082986345,footway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3620033, 52.5380221], [13.3619073, 52.5380934]]}"
way/1083346230,living_street,no,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.4339607, 52.5174049], [13.4333833, 52.5174657], [13.4330157, 52.5175044], [13.4328213, 52.5175248]]}"
way/1083346231,living_street,no,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.4349668, 52.517299], [13.4345822, 52.5173395], [13.4339607, 52.5174049]]}"
way/1083697333,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.543369, 52.5452289], [13.5434643, 52.5452102]]}"
way/1083697337,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5415668, 52.5430719], [13.5415679, 52.543044], [13.5415282, 52.5429899], [13.5414734, 52.5429206], [13.5414009, 52.5428377], [13.5413312, 52.5427441]]}"
way/1083897477,cycleway,sidewalk,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.4793952, 52.516605], [13.479161, 52.516297], [13.4791449, 52.5162758], [13.4791229, 52.5162469], [13.479039, 52.5161364], [13.4789934, 52.5161015], [13.4789329, 52.5160245], [13.4788853, 52.5159648], [13.478849, 52.5159192], [13.4787098, 52.5158529], [13.4786837, 52.5158256], [13.4785239, 52.5156165], [13.4784113, 52.5154712], [13.4782311, 52.5152442], [13.478232, 52.5151513], [13.4781716, 52.5150611]]}"
way/1083915320,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4791449, 52.5162758], [13.479215, 52.5162595], [13.4793125, 52.5162396], [13.479356, 52.5162308], [13.4794584, 52.5162099]]}"
way/1083915321,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4778766, 52.5146871], [13.4778588, 52.5146642], [13.4778261, 52.5146236], [13.4777871, 52.5145752], [13.4777862, 52.5144765]]}"
way/1084242151,secondary,track,Gatower Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.1806945, 52.5098092], [13.1805422, 52.5095845], [13.1804571, 52.5094654], [13.1803814, 52.5093498], [13.1803659, 52.5093261], [13.1803282, 52.5092685]]}"
way/1084508863,residential,track,Torgauer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3598552, 52.4798734], [13.3594496, 52.479977]]}"
way/1084653602,cycleway,crossing,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.5919247, 52.5449863], [13.5918832, 52.5449918], [13.5917352, 52.5450112], [13.5916582, 52.5450213], [13.59159, 52.5450303], [13.5914433, 52.5450495], [13.5914067, 52.5450543]]}"
way/1084653604,cycleway,crossing,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.59129, 52.5447591], [13.5913385, 52.5447576], [13.5914819, 52.5447381], [13.5915512, 52.5447287], [13.5916402, 52.5447166], [13.5917718, 52.5446988], [13.5918457, 52.5446886]]}"
way/1085140733,secondary,track,Gotzkowskybrücke,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3295037, 52.5227384], [13.3294733, 52.5227204], [13.329441, 52.5227017]]}"
way/1085369297,secondary,track,Britzer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4034321, 52.4395997], [13.4040024, 52.4395519], [13.4046459, 52.4394982], [13.4053687, 52.4394368], [13.4054806, 52.4394277], [13.4075145, 52.4392603], [13.4079797, 52.4392209], [13.4081174, 52.4392102]]}"
way/1085527272,secondary,track,Hubertusallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.284672, 52.4895912], [13.2846841, 52.4897054], [13.2846998, 52.4898525], [13.2848279, 52.4910587]]}"
way/1085738251,secondary,track,Rathausstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3816776, 52.4395724], [13.381691, 52.4394644]]}"
way/1085840060,residential,track,Lissabonallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2265126, 52.4265462], [13.2266546, 52.4265146], [13.2267546, 52.4264938], [13.2268849, 52.4264841], [13.2270014, 52.4264805], [13.2271799, 52.426475], [13.2272623, 52.4264695], [13.2275102, 52.4264648], [13.2276158, 52.4264615], [13.2278382, 52.4264547], [13.2291274, 52.4264205], [13.2291737, 52.4264225], [13.2293282, 52.4264155]]}"
way/1086038047,secondary,track,Königin-Luise-Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2833105, 52.4587719], [13.2818581, 52.45906], [13.2813347, 52.4591639]]}"
way/1086435183,secondary,track,Segelfliegerdamm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5105308, 52.44459], [13.510458, 52.4445158], [13.5103729, 52.444429], [13.5101185, 52.4441212], [13.5098491, 52.4437995], [13.5091989, 52.4430395], [13.5090846, 52.4429366], [13.5089088, 52.4428117], [13.5087347, 52.4426866], [13.5085216, 52.4425341], [13.5084498, 52.4424857]]}"
way/1087320840,cycleway,link,N/A,N/A,"{""type"": ""LineString"", ""coordinates"": [[13.6131733, 52.5056284], [13.6130067, 52.5057269]]}"
way/1087694307,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.56422, 52.5448546], [13.5642673, 52.5447777], [13.5642922, 52.544721], [13.5643536, 52.544538], [13.5643788, 52.5444738], [13.5644137, 52.5443747], [13.564415, 52.5443575]]}"
way/1087804595,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5640527, 52.5186813], [13.5640565, 52.5187078], [13.5640943, 52.5188497], [13.5641241, 52.5189754]]}"
way/1087841881,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5637516, 52.5190238], [13.5637474, 52.5190042], [13.563735, 52.5189339], [13.5637356, 52.5188694], [13.5637374, 52.5187574], [13.5637366, 52.518731], [13.5637288, 52.5187082]]}"
way/1088330743,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5480094, 52.5260889], [13.5481373, 52.5261521], [13.5482386, 52.5262002]]}"
way/1088331561,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5478293, 52.5260235], [13.5478679, 52.5260371], [13.5478962, 52.5260478], [13.5480094, 52.5260889]]}"
way/1088355375,cycleway,crossing,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.5651317, 52.5250771], [13.5651623, 52.5250746], [13.5652011, 52.5250715], [13.5653013, 52.5250634]]}"
way/1088355376,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5655957, 52.5251452], [13.5655312, 52.5251698], [13.5655099, 52.5251796], [13.5654226, 52.525185], [13.5653407, 52.5251901]]}"
way/1088643262,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5685904, 52.5383065], [13.5685766, 52.5382811], [13.5685221, 52.5381785], [13.5684807, 52.5381008], [13.5684353, 52.5380177], [13.5684232, 52.5379963]]}"
way/1088656809,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5699175, 52.5405893], [13.569922, 52.5406187], [13.5699489, 52.5407624], [13.569957, 52.5408201], [13.5699627, 52.5408532]]}"
way/1089111313,cycleway,crossing,N/A,concrete,"{""type"": ""LineString"", ""coordinates"": [[13.5095821, 52.546317], [13.5096409, 52.5463162], [13.5097328, 52.5463149], [13.5097918, 52.5463142], [13.5098408, 52.5463135]]}"
way/1089261908,tertiary,no,Odernheimer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.6633894, 52.4123042], [13.6630154, 52.4120596], [13.6629961, 52.412047], [13.662909, 52.4119901]]}"
way/1089342376,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3483924, 52.5488469], [13.3485033, 52.5488288]]}"
way/1089609227,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5279544, 52.5570132], [13.5279682, 52.5570059], [13.5279905, 52.5569892], [13.5281047, 52.5568966]]}"
way/1089640150,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5283987, 52.556882], [13.5283786, 52.5568959], [13.5283181, 52.5569383], [13.5283061, 52.5569467], [13.5282594, 52.5569794], [13.5281392, 52.5570635], [13.5281143, 52.5570808]]}"
way/1089640151,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5281047, 52.5568966], [13.5281587, 52.5568519], [13.5282166, 52.5568063]]}"
way/1090149873,residential,no,Uhlandstraße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3683656, 52.5966522], [13.3684222, 52.596689], [13.3693654, 52.5973033]]}"
way/1090571658,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5261805, 52.4937339], [13.5261837, 52.493707], [13.5261764, 52.4936779], [13.5261299, 52.49366], [13.5260682, 52.4936348], [13.5260285, 52.4936186], [13.5259371, 52.4935812], [13.5258773, 52.493554]]}"
way/1091801477,residential,opposite,Kleineweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.384269, 52.4782131], [13.3842676, 52.4781611], [13.3842414, 52.4772052]]}"
way/1091803511,residential,opposite,Kleineweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.384269, 52.4782131], [13.3842699, 52.4782606], [13.3842817, 52.4788363]]}"
way/1091805062,residential,opposite,Schulenburgring,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3829226, 52.4831564], [13.3829205, 52.4829253]]}"
way/1091805063,residential,opposite,Schulenburgring,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3829205, 52.4829253], [13.3829159, 52.4819091], [13.3829105, 52.4818373]]}"
way/1091806548,residential,opposite,Leonhardyweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3827845, 52.4774408], [13.3828028, 52.4781739], [13.3828028, 52.4782266]]}"
way/1091807072,residential,opposite,Leonhardyweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3827573, 52.4762969], [13.3827602, 52.4764147], [13.3827685, 52.4767528], [13.3827845, 52.4774408]]}"
way/1092045184,residential,opposite,Kleineweg,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3842046, 52.475829], [13.3842131, 52.4762083], [13.3842148, 52.4762826]]}"
way/1092082344,cycleway,link,N/A,N/A,"{""type"": ""LineString"", ""coordinates"": [[13.3059837, 52.6206204], [13.3059671, 52.6206187], [13.3059473, 52.620624], [13.305928, 52.6206353]]}"
way/1092598848,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.524164, 52.4959831], [13.5241829, 52.4959614], [13.5243136, 52.4958129], [13.5243912, 52.4957162], [13.524422, 52.4956437]]}"
way/1092598858,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5259024, 52.493478], [13.5259919, 52.4934982], [13.526091, 52.4935216], [13.5261345, 52.4935318], [13.5262018, 52.4935477], [13.5262389, 52.4935582], [13.5262807, 52.4935832], [13.526315, 52.4936055], [13.5263367, 52.4936197]]}"
way/1092598859,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5263367, 52.4936197], [13.5263039, 52.4936231], [13.5262518, 52.4936284], [13.5261645, 52.493606], [13.5260971, 52.4935895], [13.526054, 52.493579], [13.5259547, 52.4935547], [13.5258897, 52.4935331]]}"
way/1092598864,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5267617, 52.4921809], [13.5267741, 52.4921605], [13.5268063, 52.4921074], [13.526833, 52.4920634], [13.5268607, 52.4920182], [13.5268742, 52.4919943], [13.5268591, 52.4919766]]}"
way/1092670191,tertiary,track,Platanenallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2762749, 52.5126388], [13.2764943, 52.512609], [13.2765548, 52.5126017], [13.2766855, 52.5125927]]}"
way/1092670192,tertiary,track,Platanenallee,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2753726, 52.5127614], [13.2762749, 52.5126388]]}"
way/1092836527,tertiary,track,Groß-Ziethener Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.4113373, 52.3942968], [13.4117182, 52.3943352], [13.4119528, 52.3943566]]}"
way/1092979442,secondary,track,Kamenzer Damm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3668797, 52.4354977], [13.3675662, 52.4357024]]}"
way/1093036404,cycleway,crossing,N/A,paving_stones,"{""type"": ""LineString"", ""coordinates"": [[13.543293, 52.4575155], [13.5433297, 52.4575864], [13.5433438, 52.4576137], [13.543364, 52.4576529], [13.5433801, 52.4576841], [13.5434047, 52.4577318]]}"
way/1093036423,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.55784, 52.4556366], [13.5578812, 52.4556417], [13.5580981, 52.4556733], [13.5582776, 52.4557], [13.5583958, 52.4557174]]}"
way/1093293520,secondary,track,Britzer Straße,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.3992379, 52.4399465], [13.4014473, 52.4397615]]}"
way/1093530366,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5053028, 52.5630662], [13.5052073, 52.5631503], [13.5051259, 52.5632227], [13.5050951, 52.56325], [13.5050223, 52.5633147], [13.5050204, 52.5633163], [13.504983, 52.5633483], [13.5048977, 52.5634213]]}"
way/1093530378,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.5053582, 52.5630153], [13.5053288, 52.563041], [13.5053028, 52.5630662]]}"
way/1093530379,cycleway,crossing,N/A,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.505226, 52.5630283], [13.5053028, 52.5630662]]}"
way/1093758923,secondary,track,Teltower Damm,asphalt,"{""type"": ""LineString"", ""coordinates"": [[13.2594021, 52.4329175], [13.2591755, 52.4325566], [13.2590633, 52.4323987]]}"
